Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
1949: customers with PV,1674,3565,6875,12237,18678,25237,30817,35397,39102,42034,44297,46044,47385,48415,49231,49897,50460,50951,51390,51997,52464,52852,53228,53583,53792,53802,53662,53369,52801,51762,49995,47177,42808,35879,23798,13
1950: customers with PV,1674,8814,16492,23841,30007,35033,38973,42004,44315,46058,47363,48360,49136,49758,50282,50824,51391,51801,52183,52559,52931,53298,53660,54004,54209,54219,54084,53798,53232,52199,50443,47643,43299,36413,24428,0
1951: customers with PV,1674,3565,6875,12237,18678,25237,30817,35397,39102,42034,44297,46044,47385,48415,49231,49897,50460,50951,51334,51733,51821,51752,51619,51397,51054,50533,49744,48649,47096,44933,41936,37752,31749,22471,0,50
1952: customers with PV,1674,8814,16492,23841,30007,35033,38973,42004,44315,46058,47363,48360,49136,49758,50282,50824,51391,51788,52062,52187,52175,52085,51939,51707,51363,50844,50066,48978,47429,45274,42290,38127,32159,22956,0,50
1953: customers with PV,1674,2116,2877,4156,5835,7851,9965,12097,14245,16394,18503,20578,22601,24540,26411,28214,29951,31623,33231,34783,36280,37718,39088,40379,41589,42725,43796,44802,45742,46614,47433,48208,48943,49629,50260,50834
1954: customers with PV,1674,3219,5103,7281,9531,11828,14121,16394,18645,20860,23005,25088,27092,28994,30809,32540,34190,35762,37259,38689,40055,41340,42541,43682,44774,45820,46815,47756,48642,49465,50235,50943,51583,52163,52683,53140
1955: customers with PV,1674,2116,2877,4156,5835,7851,9965,12097,14245,16394,18503,20578,22601,24540,26411,28214,29951,31622,33215,34726,36164,37531,38822,40038,41178,42237,43212,44110,44927,45661,46333,46953,47516,48018,48457,48828
1956: customers with PV,1674,3219,5103,7281,9531,11828,14121,16394,18645,20860,23005,25088,27092,28994,30809,32540,34188,35740,37195,38560,39848,41053,42180,43247,44253,45193,46069,46872,47604,48265,48858,49373,49814,50187,50489,50714
1957: customers with PV,1674,3598,7038,12593,19230,25813,31349,35868,39496,42346,44528,46201,47480,48462,49240,49761,50000,50069,50024,49849,49542,49099,48505,47791,46927,45862,44576,43066,41338,39372,37151,34647,31842,28707,25194,21213
1958: customers with PV,1674,8848,16622,24000,30187,35217,39145,42150,44428,46136,47410,48380,49135,49740,50246,50534,50602,50561,50467,50275,49962,49515,48912,48175,47292,46213,44929,43430,41719,39777,37576,35095,32319,29218,25746,21819
1959: customers with PV,1674,3598,7038,12593,19230,25813,31349,35868,39496,42346,44528,46201,47407,48072,48397,48450,48264,47863,47245,46401,45313,44023,42552,40881,38990,36871,34514,31907,29033,25857,22323,18339,13726,7976,0,0
1960: customers with PV,1674,8848,16622,24000,30187,35217,39145,42150,44428,46136,47410,48380,48972,49201,49225,49047,48683,48163,47487,46610,45504,44193,42695,41005,39111,37001,34657,32060,29198,26035,22518,18554,13971,8294,0,0
1961: customers with PV,1674,2116,2877,4156,5835,7851,9965,12097,14245,16394,18503,20578,22601,24540,26411,28214,29951,31623,33231,34783,36280,37718,39088,40378,41587,42717,43777,44765,45679,46514,47370,48320,49359,50459,51617,52882
1962: customers with PV,1674,3219,5103,7281,9531,11828,14121,16394,18645,20860,23005,25088,27092,28994,30809,32540,34190,35762,37259,38689,40055,41340,42562,43829,45161,46556,48002,49499,51052,52717,54463,54300,53971,53561,53060,52457
1963: customers with PV,1674,2116,2877,4156,5835,7851,9965,12097,14245,16394,18503,20578,22601,24540,26411,28214,29951,31622,33215,34724,36157,37514,38791,39987,41099,42122,43047,43880,44610,45240,45906,46634,47394,48166,48969,49125
1964: customers with PV,1674,3219,5103,7281,9531,11828,14121,16394,18645,20860,23005,25088,27092,28994,30809,32540,34188,35740,37193,38553,39831,41020,42151,43323,44541,45793,47067,48356,49681,51056,51922,51247,50454,49522,48432,47157
1965: customers with PV,1674,3598,7038,12593,19230,25813,31349,35868,39496,42346,44528,46201,47480,48462,49240,49761,49998,50059,49998,49793,49429,48891,48158,47296,46174,44759,43018,40913,38388,35344,31619,26940,20732,11011,0,0
1966: customers with PV,1674,8848,16622,24000,30187,35217,39145,42150,44428,46136,47410,48380,49135,49740,50246,50534,50599,50590,50567,50369,49999,49464,48738,47850,46750,45377,43696,41663,39229,36303,32737,28293,22501,13961,0,0
1967: customers with PV,1674,3598,7038,12593,19230,25813,31349,35868,39496,42346,44528,46201,47407,48069,48382,48409,48181,47707,46972,45928,44532,42835,40845,38491,35712,32396,28370,23317,16466,3838,0,0,0,1,1,1
1968: customers with PV,1674,8848,16622,24000,30187,35217,39145,42150,44428,46136,47410,48380,48972,49196,49207,49004,48597,48073,47334,46279,44917,43265,41317,39020,36310,33082,29177,24307,17822,6974,0,0,0,0,1,1
1969: customers with PV,1674,2120,2901,4216,5953,8016,10161,12331,14525,16727,18898,21044,23146,25175,27144,29055,30910,32710,34456,36155,37829,39517,41217,42945,44722,46547,48480,50557,52845,54025,52622,50907,48541,45119,39759,31092
1970: customers with PV,1674,3224,5124,7319,9588,11911,14237,16549,18847,21116,23323,25474,27554,29541,31448,33278,35036,36757,38460,40155,41859,43576,45321,47080,48901,50809,52822,53813,53059,52091,50795,49030,46584,43052,37510,28591
1971: customers with PV,1674,2120,2901,4216,5953,8016,10161,12331,14525,16727,18898,21044,23146,25175,27144,29055,30910,32710,34456,36155,37828,39496,41147,42801,44488,46229,48036,49945,52041,52812,51304,49369,46750,43039,37306,29084
1972: customers with PV,1674,3224,5124,7319,9588,11911,14237,16549,18847,21116,23323,25474,27554,29541,31448,33278,35036,36757,38460,40143,41800,43443,45097,46773,48475,50220,52043,52744,51803,50618,49091,47078,44356,40498,34515,26114
1973: customers with PV,1674,3619,7159,12880,19692,26324,31891,36441,40089,42940,45104,46742,47973,48903,49646,50143,50297,50210,49935,49432,48641,47520,46020,44088,41646,38601,34838,30203,24436,16988,6223,68,98,112,115,118
1974: customers with PV,1674,8871,16727,24143,30378,35458,39428,42461,44747,46447,47700,48654,49454,50118,50592,50732,50668,50519,50237,49727,48931,47813,46321,44394,41961,38928,35180,30566,24826,17428,6846,7,37,73,112,118
1975: customers with PV,1674,3619,7159,12880,19692,26324,31891,36441,40089,42940,45104,46742,47933,48568,48850,48894,48568,47870,46869,45528,43821,41746,39274,36344,32876,28766,23859,17843,9906,0,21,46,76,110,114,118
1976: customers with PV,1674,8871,16727,24143,30378,35458,39428,42461,44747,46447,47700,48654,49324,49609,49589,49277,48723,47970,46956,45601,43884,41808,39333,36401,32935,28827,23924,17912,9990,0,21,46,76,110,114,118
1977: customers with PV,1674,2120,2901,4216,5953,8016,10161,12331,14525,16727,18898,21044,23146,25175,27144,29055,30910,32710,34456,36155,37910,39954,42336,45262,49256,54304,53592,52769,51605,49949,47550,43963,38019,26589,0,50
1978: customers with PV,1674,3224,5124,7319,9588,11911,14237,16549,18847,21116,23323,25474,27554,29541,31448,33278,35039,36904,38966,41288,44010,47399,52044,53566,53287,52847,52194,51261,49949,48092,45399,41312,34508,20371,11,61
1979: customers with PV,1674,2120,2901,4216,5953,8016,10161,12331,14525,16727,18898,21044,23146,25175,27144,29055,30910,32710,34456,36155,37909,39930,42251,45081,48965,53569,52575,51419,49850,47683,44591,39909,32073,14831,22,72
1980: customers with PV,1674,3224,5124,7319,9588,11911,14237,16549,18847,21116,23323,25474,27554,29541,31448,33278,35039,36904,38966,41267,43918,47206,51713,52876,52340,51604,50608,49266,47449,44934,41316,35755,25905,675,32,82
1981: customers with PV,1674,3619,7159,12880,19692,26324,31891,36441,40089,42940,45104,46742,47973,48903,49718,50465,50449,50273,49930,49307,48357,47003,45171,42727,39488,35159,29202,20315,1007,13,34,59,90,99,108,91
1982: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
1983: customers with PV,1674,3619,7159,12880,19692,26324,31891,36441,40089,42940,45104,46742,47933,48565,48916,49137,48541,47672,46466,44825,42692,40010,36626,32286,26518,18148,0,12,26,44,65,90,102,109,96,103
1984: customers with PV,1674,8871,16727,24143,30378,35458,39428,42461,44747,46447,47700,48701,49668,49884,49698,49306,48659,47775,46564,44927,42807,40135,36761,32439,26704,18409,830,9,23,41,62,87,97,108,93,86
1985: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
1986: customers with PV,1674,3219,5104,7284,9536,11837,14136,16416,18677,20904,23065,25165,27189,29114,30955,32713,34393,35996,37523,38955,40313,41622,42869,44043,45135,46151,47076,47907,48653,49309,49867,50321,50663,50884,50524,49750
1987: customers with PV,1674,2116,2878,4158,5842,7863,9982,12120,14278,16437,18560,20653,22695,24658,26555,28388,30150,31828,33421,34942,36388,37748,39010,40177,41240,42199,43081,43887,44610,45243,45786,46228,46570,46810,46940,46946
1988: customers with PV,1674,3219,5104,7284,9536,11837,14136,16416,18677,20904,23065,25165,27189,29114,30955,32707,34350,35895,37349,38712,39999,41213,42349,43393,44343,45200,45960,46619,47185,47653,48014,48259,48380,48359,47653,46666
1989: customers with PV,1674,3599,7044,12619,19290,25889,31441,35976,39619,42478,44662,46331,47601,48541,49029,49199,49149,48888,48376,47628,46654,45456,44051,42461,40699,38770,36685,34462,32120,29670,27120,24481,21771,19001,16168,13262
1990: customers with PV,1674,8850,16635,24021,30220,35264,39206,42222,44504,46213,47482,48445,49192,49711,49875,49848,49657,49289,48707,47911,46881,45644,44221,42626,40864,38937,36855,34631,32289,29841,27292,24654,21946,19175,16342,13436
1991: customers with PV,1674,3599,7044,12619,19290,25889,31441,35976,39619,42478,44662,46304,47251,47733,47819,47495,46860,45931,44724,43257,41573,39701,37672,35514,33241,30860,28382,25823,23201,20525,17794,15008,12154,9195,6012,2086
1992: customers with PV,1674,8850,16635,24021,30220,35264,39206,42222,44504,46213,47482,48339,48681,48732,48489,47936,47132,46082,44803,43286,41563,39675,37648,35500,33235,30862,28392,25839,23224,20554,17830,15046,12196,9239,6060,2156
1993: customers with PV,1674,2116,2878,4158,5842,7863,9982,12120,14278,16437,18560,20653,22695,24658,26555,28388,30158,31865,33511,35100,36612,38032,39368,40617,41771,42844,44000,45243,46545,47914,49364,50994,49781,48447,46903,45117
1994: customers with PV,1674,3219,5104,7284,9536,11837,14136,16416,18677,20904,23065,25165,27189,29114,30955,32713,34393,35996,37523,38954,40404,41960,43585,45266,47017,48860,50832,52387,51742,50978,50068,48993,47739,46283,44601,42657
1995: customers with PV,1674,2116,2878,4158,5842,7863,9982,12120,14278,16437,18560,20653,22695,24658,26555,28388,30150,31827,33416,34927,36356,37690,38917,40034,41026,41910,42842,43820,44810,45810,46808,47108,45261,43264,40958,38295
1996: customers with PV,1674,3219,5104,7284,9536,11837,14136,16416,18677,20904,23065,25165,27189,29114,30955,32707,34349,35889,37335,38681,40036,41464,42932,44419,45934,47496,49136,50104,48929,47721,46312,44675,42781,40599,38077,35154
1997: customers with PV,1674,3599,7044,12619,19290,25889,31441,35976,39619,42478,44662,46331,47601,48541,49026,49186,49111,48800,48196,47331,46177,44699,42939,40904,38579,35938,32959,29614,25871,21646,16773,10831,1539,0,0,0
1998: customers with PV,1674,8850,16635,24021,30220,35264,39206,42222,44504,46213,47482,48445,49192,49711,49877,49943,49776,49340,48664,47741,46531,45050,43305,41289,38985,36371,33422,30110,26404,22226,17421,11613,3108,0,0,0
1999: customers with PV,1674,3599,7044,12619,19290,25889,31441,35976,39619,42478,44662,46304,47248,47716,47770,47386,46640,45512,43994,42130,39953,37471,34696,31608,28175,24343,20022,15038,8891,0,0,0,0,1,1,1
2000: customers with PV,1674,8850,16635,24021,30220,35264,39206,42222,44504,46213,47482,48339,48676,48710,48441,47925,47022,45779,44248,42398,40236,37780,35033,31976,28576,24779,20502,15580,9569,0,0,0,0,1,1,1
2001: customers with PV,1674,2120,2901,4214,5948,8009,10152,12319,14510,16707,18871,21009,23101,25116,27068,28960,30791,32563,34277,35938,37549,39119,40686,42251,43823,45417,47065,48794,50611,52613,54916,55412,54457,53144,51028,47056
2002: customers with PV,1674,3224,5124,7319,9588,11910,14235,16546,18841,21106,23308,25452,27523,29499,31392,33205,34942,36613,38257,39883,41498,43102,44701,46317,47971,49658,51407,53283,55234,54866,54449,53838,52961,51637,49501,45503
2003: customers with PV,1674,2120,2901,4214,5948,8009,10152,12319,14510,16707,18871,21009,23101,25116,27068,28960,30791,32563,34277,35938,37549,39119,40686,42245,43792,45331,46897,48525,50247,52104,54211,54432,53327,51816,49493,45306
2004: customers with PV,1674,3224,5124,7319,9588,11910,14235,16546,18841,21106,23308,25452,27523,29499,31392,33205,34942,36613,38257,39883,41496,43077,44627,46169,47727,49319,50957,52672,54403,53836,53224,52416,51337,49806,47457,43234
2005: customers with PV,1674,3619,7159,12883,19698,26331,31900,36450,40096,42944,45104,46737,47964,48891,49619,50226,50557,50623,50541,50366,50089,49700,49174,48477,47629,46553,45210,43563,41575,39175,36258,32685,28199,22326,10024,0
2006: customers with PV,1674,8872,16734,24152,30391,35474,39446,42477,44761,46457,47706,48653,49443,50100,50600,50891,50972,50938,50836,50654,50367,49967,49432,48731,47880,46798,45449,43797,41805,39402,36481,32903,28408,22526,10166,0
2007: customers with PV,1674,3619,7159,12883,19698,26331,31900,36450,40096,42944,45104,46737,47948,48642,48955,49073,48970,48611,48027,47280,46359,45271,44022,42605,41008,39207,37174,34881,32299,29364,25987,22023,17177,8598,0,50
2008: customers with PV,1674,8872,16734,24152,30391,35474,39446,42477,44761,46457,47706,48653,49350,49674,49710,49519,49177,48720,48116,47361,46427,45329,44072,42653,41053,39247,37211,34917,32333,29397,26020,22053,17203,8619,0,50
2009: customers with PV,1674,2120,2901,4214,5948,8009,10152,12319,14510,16707,18871,21009,23101,25116,27068,28960,30791,32563,34277,35938,37549,39180,41045,43174,45704,48983,53950,54905,54609,54145,53452,52429,50898,48497,44328,33881
2010: customers with PV,1674,3224,5124,7319,9588,11910,14235,16546,18841,21106,23308,25452,27523,29499,31392,33205,34942,36649,38513,40575,42900,45582,48910,53487,54237,54206,54102,53892,53552,53039,52287,51186,49550,46993,42557,31543
2011: customers with PV,1674,2120,2901,4214,5948,8009,10152,12319,14510,16707,18871,21009,23101,25116,27068,28960,30791,32563,34277,35938,37549,39180,41045,43161,45639,48822,53671,54208,53649,52892,51868,50456,48450,45423,40304,27960
2012: customers with PV,1674,3224,5124,7319,9588,11910,14235,16546,18841,21106,23308,25452,27523,29499,31392,33205,34942,36649,38513,40575,42888,45515,48740,53186,53631,53363,53002,52513,51865,51008,49859,48287,46063,42713,37026,21250
2013: customers with PV,1674,3619,7159,12883,19698,26331,31900,36450,40096,42944,45104,46737,47964,48891,49634,50475,50743,50708,50588,50364,50011,49519,48858,48008,46956,45603,43885,41728,39035,35633,31228,25292,16574,10,52,101
2014: customers with PV,1674,8872,16734,24152,30391,35474,39446,42477,44761,46457,47706,48689,49766,50431,50805,51040,51093,51035,50902,50668,50312,49822,49168,48329,47281,45931,44220,42073,39394,36011,31635,25747,17142,0,42,92
2015: customers with PV,1674,3619,7159,12883,19698,26331,31900,36450,40096,42944,45104,46737,47948,48641,48961,49286,49053,48531,47818,46920,45784,44428,42843,41006,38873,36370,33413,29876,25567,20085,12394,7,37,73,101,104
2016: customers with PV,1674,8872,16734,24152,30391,35474,39446,42477,44761,46457,47706,48689,49660,49955,49835,49572,49168,48626,47901,46996,45860,44506,42928,41098,38965,36464,33511,29981,25681,20215,12566,7,37,73,101,104
2017: customers with PV,1674,2127,2936,4296,6092,8198,10369,12567,14789,17018,19214,21381,23499,25537,27509,29414,31239,32965,34605,36152,37592,38941,40200,41357,42405,43344,44160,44859,45432,45866,46141,46232,46107,44993,43481,41844
2018: customers with PV,1674,3231,5156,7368,9658,12005,14358,16698,19023,21317,23545,25713,27805,29796,31699,33506,35192,36801,38338,39784,41137,42383,43508,44520,45413,46178,46807,47287,47604,47734,46982,45776,44457,43025,41472,39792
2019: customers with PV,1674,2127,2936,4296,6092,8198,10369,12567,14789,17018,19214,21381,23499,25537,27484,29337,31103,32774,34338,35789,37116,38336,39459,40472,41370,42150,42798,43318,43699,43925,43971,43806,43323,41700,39926,38015
2020: customers with PV,1674,8929,16926,24419,30732,35871,39871,42900,45153,46800,48172,49193,48806,48016,46829,45191,43112,40580,37510,33725,29013,22969,14395,0,6,14,24,36,50,67,88,87,103,92,110,92
2021: customers with PV,1674,3651,7323,13245,20236,26851,32382,36875,40449,43216,45298,46819,47616,47912,47689,46977,45816,44229,42253,39918,37257,34304,31070,27556,23750,19611,15052,9836,2759,0,0,0,0,1,1,1
2022: customers with PV,1674,8906,16850,24300,30562,35651,39610,42616,44865,46526,47744,48536,48840,48794,48274,47291,45922,44237,42238,39902,37240,34286,31054,27546,23742,19605,15048,9833,2752,0,0,0,0,1,1,1
2023: customers with PV,1674,3651,7323,13245,20236,26851,32382,36875,40449,43216,45185,46289,46651,46340,45392,43907,41959,39589,36884,33871,30575,27022,23215,19125,14671,9631,2944,72,72,72,72,73,73,73,73,73
2024: customers with PV,1674,8906,16850,24300,30562,35651,39610,42616,44865,46526,47480,47836,47646,46935,45650,43870,41729,39301,36594,33585,30291,26742,22939,18847,14382,9310,2417,0,0,0,0,1,1,1,1,1
2025: customers with PV,1674,2127,2936,4296,6092,8198,10369,12567,14789,17018,19214,21381,23499,25537,27509,29414,31239,32963,34593,36122,37531,38947,40435,41961,43533,45160,46938,47564,45627,43431,40773,37518,33472,28287,21214,9566
2026: customers with PV,1674,3231,5156,7368,9658,12005,14358,16698,19023,21317,23545,25713,27805,29796,31699,33506,35194,36912,38716,40590,42556,44599,46774,49175,49668,48419,47009,45312,43272,40806,37796,34068,29334,23018,13412,0
